title,language,content,narrative,subnarrative
EN_UA_300032.txt,en,russia say britain block ukraine peace deal    ukraine abandon draft peace treaty russia british pressure kremlin spokesman dmitry peskov claim deal end ukraine conflict week begin approve negotiator istanbul ukraine later pull talk rt report german newspaper welt report friday moscow issue additional demand deal outline make russian second official language ukraine imply end hope agreement peskov deny claim saturday cite remark ukrainian mp david arakhamia lead kiev delegation talk interview domestic medium november arakhamia say british prime minister boris johnson intervene peace process urge ukrainian fight russia kiev effectively discard deal direct pressure london peskov stress rest speculation suggest learn source ask draft treaty serve basis peace talk peskov say kiev public position reject talk russia idea revive fail agreement float belarusian president alexander lukashenko meet russian counterpart vladimir putin early month johnson deny derail peace talk brag multiple occasion policy nudge kiev continue hostility russia british politician claim fight global democracy effective way invest western security invest ukraine guy single pair american boot ground fight west johnson tell student georgetown university visit month ukrainians effectively fight fight fight interest add russian official describe ukraine conflict western proxy war moscow ally allegedly intend wage ukrainian goal accord moscow contain russia stall development protect interest ukrainian people,"URW: Discrediting the West, Diplomacy;URW: Discrediting Ukraine;URW: Discrediting the West, Diplomacy;URW: Blaming the war on others rather than the invader","URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Discrediting Ukraine: Ukraine is a puppet of the West;URW: Discrediting the West, Diplomacy: The West does not care about Ukraine, only about its interests;URW: Blaming the war on others rather than the invader: The West are the aggressors"
EN_CC_200327.txt,en,uk debunk spiked ella whelan oil renewable spiked columnist ella whelan misleading claim north sea oil renewable energy recent bbc question time evidence wrong    spiked record climate science denial fossil fuel funding spiked introduce non conformist outlet bbc question time fact libertarian publication history climate denial oppose green policy e.g. spiked publish myth climate crisis denier ben pile spiked claim independent website receive charles koch foundation arm oil giant koch industry major funder climate denial bbc question time whelan suggest uk government invest new exploration north sea oil grow economy statement ignore fossil fuel role drive climate impact associate financial risk international energy agency iea say new fossil fuel extraction project incompatible limit warming .c climate change hurt world economy current policy climate change impact project cost uk percent gdp grow net zero sector employ people add    billion gross value add uk economy whelan claim wind turbine solar panel go warm fact heat pump power electricity consider green efficient way heat home need oil gas claim play common falsehood wind solar power unreliable fact winter renewable provide uk electricity gas power station percent uk electricity generate wind wind solar eu power source national grid say uk switch percent renewable grid lead wind solar energy past whelan claim care climate change example interview talktv attack    misrepresent    effort interview whelan say deluded idea net zero mean dystopian scenario people miserable heat home eat want travel critique familiar climate delay narrative paint green action disruptive true reflection plan reach net zero set uk independent climate change committee ccc government policy ignore urgent need cut emission transition green energy spiked writer like ella whelan frequently host mainstream medium mention publication history climate denial fossil fuel funding hope thread help inform future medium appearance spiked columnist claim challenge evidence spiked desmog profile,Other,Other
EN_UA_021377.txt,en,nigerians receive russia govt scholarship study programme    recommend article minister education prof tahir mamman say pre departure briefing bilateral education agreement scholar russia abuja tuesday batch student way airport departure second batch depart november november respectively represent director university education ministry rakiya ilyasu mamman advise scholar opportunity uncontrolle freedom thing disgrace explain country invest lot require return investment return country note thousand secure opportunity grant parent teacher happy succor selection broad plan ensure brilliant nigerian especially afford study programme readily available nigeria support necessary knowledge skill competence useful nigeria development agenda happy inform spite global economic meltdown number development partner increase offer scholarship nigeria prepare travel ensure uphold eschew good value focus study good ambassador country say minister charge scholar strive abide law host country remember brother keeper new environment importantly need presence know nigerian embassy moscow necessary base experience ukraine parent spend lot resource note expert return dear country end study assist nigeria well place contribute quota development new knowledge skill add speak director federal scholarship board asta ndajiwo say journey begin november application thousand nigerian later translate nomination candidate ndajiwo commend federal government effort especially payment scholar allowance september december advise scholar away extracurricular activity life recall incident previous scholar lose life swim pool regret loose nigerians scholar russia past go swim process get drown don want loose advise stay away water swim want brother keeper work hard face study good ambassador country,Other,Other
EN_UA_300016.txt,en,biden irs crime deep state jail trump war currency week rough week people support president biden irs whistleblow testimony congress oath abundantly clear president biden family enrich expense america short look like take treasonous bribe scratch surface people washington d.c swamp get cut biden booty don know evidence present week show biden include president aka big guy take money foreign source include china constitution clearly say president impeach take bribe lie legacy media ignore evidence real crime report crime biden administration doj deep state want jail president trump run term white house use strategy get conviction protester capitol far sure look way president trump expect charge soon ultimate election interference doubt america war russia send arm munition peace talk whatsoever bridge link russia crimea blow russians respond destroy port ukraine export wheat high food price shortage hit world soon u.s dollar attack new global currency go release call bric country new currency war come real war underway short answer yes spell big trouble buck,"URW: Discrediting the West, Diplomacy;URW: Discrediting the West, Diplomacy;URW: Blaming the war on others rather than the invader;URW: Negative Consequences for the West","URW: Discrediting the West, Diplomacy: Other;URW: Discrediting the West, Diplomacy: Diplomacy does/will not work;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Negative Consequences for the West: Other"
EN_UA_026142.txt,en,oppose imperialist war sep iysse public meeting sri lanka    socialist equality party sep international youth student social equality iysse sri lanka hold online meeting entitle oppose imperialist war thursday pm announce recent international day rally david north chairman international editorial board world socialist web site warn world war distant possibility open stage war underway israel genocide gaza palestinians back attack iran rapidly emerge world war involve nuclear armed power imperialism ally engage war russia ukraine make advanced preparation catastrophic conflict china imperialist leader medium pundit casually refer nuclear war acceptable strategic option despite grave threat pose existence humanity biden administration nato power repeatedly cross red line ukraine previously accept necessary prevent nuclear war consider imperialist leader biden sunak macron scholz criminally insane drag planet nuclear conflagration policy simply product derange individual profound crisis world capitalism rational progressive solution global war domination way war accompany savage repression opposition terrible continued persecution julian assange expose crime imperialism graphically demonstrate comrade bogdan syrotiuk young guard bolshevik leninist detain fascistic zelensky government ukraine early month false accusation russian agent bogdan courageously oppose war ukraine comrade russia denounce ukrainian russian regime fight unity ukrainian russian working class imperialist country brutal police crackdown take place protester oppose gaza genocide thousand arrest include student ongoing anti war protest university city significant incapable halt bloodbath seven month zionist regime imperialist backer ignore protest million world turn police repression social force capable halt drive world war international working class come struggle sri lanka world opposition austerity program rule class government engage support prepare war worker force bear burden struggle war require building unified anti war movement work class base socialist program expose futility protest politic apologist imperialism appeal capitalist government bankrupt independent mobilisation worker basis need fight free assange syrotiuk burn need new revolutionary leadership work class base socialist internationalism abolish source militarism austerity authoritarianism sort social misery capitalist system invite participate important meeting register online zoom meeting link https://usweb.zoom.us/meeting/register/upyrfuggrzovhdwshkw_cmgxqh_dhgwi,"URW: Amplifying war-related fears;URW: Amplifying war-related fears;URW: Blaming the war on others rather than the invader;URW: Discrediting the West, Diplomacy","URW: Amplifying war-related fears: By continuing the war we risk WWIII;URW: Amplifying war-related fears: There is a real possibility that nuclear weapons will be employed;URW: Blaming the war on others rather than the invader: The West are the aggressors;URW: Discrediting the West, Diplomacy: Other"
EN_UA_027816.txt,en,russia ban eu medium outlet include politico spiegel afp    response eu recent decision ban russian medium outlet ria novosti news agency izvestia rossiyskaya gazeta newspaper russian authority block eu publication include politico spiegel afp number moscow promise review measure eu lift ban russian foreign ministry ban broadcasting european medium outlet response similar measure european union early take russian medium recent affect particular politico agence france presse afp der spiegel germany yle finland el país spain euobserver lrt lithuania estonian version delfi website medium moscow measure come response eu broadcast ban ria novosti rossiyskaya gazeta izvestia voice europe war propaganda brussels find russian government control medium outlet use promote support russia military operation ukraine destabilise neighbouring country eu note measure prevent medium employee carry activity eu exception broadcasting eu russian medium ban come force european union june restriction russian medium lift russian reconsider decision relation mention medium operator russian foreign ministry say statement maria zakharova official representative department say june moscow develop responsive measure realize useless hope brussels commitment international legal obligation beginning hostility ukraine eu ban broadcasting number russian medium include ntv ntv mir rossiya ren tv channel rt sputnik certain eu country example latvia ban broadcasting russian tv channel youtube channel russian medium outlet block pravda.ru youtube channel block subscribe pravda.ru telegram channel facebook rss fighting direction kursk region continue accord russian ukrainian armed force redeploy attack new area,Other,Other
EN_UA_300025.txt,en,united states exporter liquefy natural gas europe half     united states exporter liquefy natural gas lng half u.s energy information administration eia say july report fourth quarter half international lng natural gas price hit record high eia say title transfer facility ttf netherlands energy trade record high price october ttf average million british thermal unit mmbtu half united states nominal lng export capacity rise bcf peak capacity rise bcf november u.s lng liquefaction capacity average bcf july short term peak capacity bcf d. energy company increase production capacity lng facility corpus christi sabine pass texas calcasieu pass lng facility louisiana unplanned outage freeport lng export facility quintana texas cause u.s export fall percent june compare average export month year liquefy natural gas eumost america lng export period january go united kingdom european union account combine percent total u.s export united states account percent europe total lng import half lng import uk eu rise percent period january june eu demand lng boom historically low natural gas storage inventory region push limit import russia moscow invasion ukraine late february eu implement sanction russian government response kremlin curtail gas shipment pipeline europe gas supply source increase percent compare year say,Other,Other
EN_UA_016012.txt,en,zinchenko recall heartbreaking moment wife sob russia invade ukraine arsenal star say join fight    arsenal star oleksandr zinchenko recall harrowing moment russia begin invasion home country ukraine gunner speak passionately past war toll nation russian president vladimir putin send troop ukraine february nearly month beginning conflict zinchenko speak memory start speak pier morgan uncensore say wife suddenly wake say start say start cry know like flood tear say start wrong show picture invasion read arsenal discuss family friend ukraine go add worried tell mentality people want leave want leave country homeland sure football career live ukraine sure million percent week ago soon pass border homeland place arsenal man zinchenko state fight country line like fellow sport star wladimir klitschko oleksandr usyk vasyl lomachenko read football say time course fight time think helpful moment know go happen maybe speech go speak know people kill invasion see hide,Other,Other
EN_UA_024628.txt,en,washington let ukraine fail defence chief vow    ramstein air base defense secretary lloyd austin promise tuesday united states let ukraine fail fight russia aid remain stall congress kyiv force face shortage munition republican lead house representative block billion assistance ukraine united states warn recent million package week united states let ukraine fail austin say opening meeting germany ukraine international supporter seek secure assistance kyiv remain determined provide ukraine resource need resist kremlin aggression say washington announce million assistance ukraine week austin say possible saving recent purchase able support need package identify unanticipated contract saving austin say ukrainian president volodymyr zelensky say statement day critically important congress soon complete necessary procedure make final decision aid kyiv military officer general charles cq brown tell journalist en route ukraine meeting kyiv troop have pay attention supply rate execute incremental kind forth ukraine russia incremental gain side brown say note russians gain territory pretty big cost number casualty like personnel number piece equipment take austin say remark tuesday russia pay staggering cost president vladimir putin imperial dream billion equip deploy maintain sustain imperial aggression ukraine russian troop kill wound russia launch invasion ukraine austin say add ukraine sink destroy damage medium large russian navy vessel sinking embarrassment moscow russian state medium confirm tuesday country replace head navy austin official spearhead push international support ukraine quickly forge coalition kyiv russia invade coordinate aid dozen country speak ramstein base german defence minister boris pistorius say berlin offer half million euro worth military aid ukraine include round ammunition stock armed force tell journalist germany ukraine second big donor military support washington commit ten billion dollar aid kyiv february,URW: Overpraising the West;URW: Overpraising the West,URW: Overpraising the West: The West belongs in the right side of history;URW: Overpraising the West: The West has the strongest international support
EN_CC_300158.txt,en,climate expert debunk climate bs wall street journal    publisher contact week draw attention wall street journal article claim climate change produce shortage fine thing life like wine coffee cocoa olive oil emphasis link add implication clear carbon footprint cause price commodity sharply rise total bull bleep reply specifically story speak recent drought west africa result cocoa shortage dry spell vietnam reduce coffee harvest parch italian olive grove grape vineyard recently destroy wildfire meteorological event use fossil fuel subsequent release carbon dioxide atmosphere truth region world historically know witness wild swing natural weather pattern explain repeatedly new book climate cult expose defeat war life liberty property misinformation feed elaborate propaganda campaign design frighten develop world demand carbon neutral energy grid reliable north korea s. let begin west africa climate periodically exhibit large spatial temporal variability allow recurrent drought last hundred year fact past couple year dry weather pale comparison west african drought s. cocoa production reality miss discussion global consumer demand cocoa blip production impact retail price availability like recent drought vietnam happy report cause suv lack rain part southeast asia bad decade remain hot record world drought associate el nino weather pattern el nino sister la nina ancient occurrence possess dynamic enhance diminish precipitation depend variety ordinary atmospheric circumstance wildfire feed extremely dry vegetation certainly take recent toll olive grove italy drought impact wine production journal nature recently publish study claiming climate change affect grape yield composition wine quality result geography wine production change publication editorial bias cause ignore historical record bad drought modern italy occur s. go region catastrophic precipitation deficiency begin last well decade extreme protestant reformer martin luther wonder sign end time clergy germany italy england urge people beg god forgiveness pray deliverance rain explain book push climate agenda employ ad hominem argument appeal raw emotion intellect detail left aren fond examine history karl marx state well book holy family history possess immense wealth wage battle brian sussman meteorologist author podcaster,CC: Downplaying climate change;CC: Downplaying climate change;CC: Criticism of climate movement;CC: Hidden plots by secret schemes of powerful groups;CC: Downplaying climate change;CC: Questioning the measurements and science,CC: Downplaying climate change: Human activities do not impact climate change;CC: Downplaying climate change: Climate cycles are natural;CC: Criticism of climate movement: Climate movement is alarmist;CC: Hidden plots by secret schemes of powerful groups: Climate agenda has hidden motives;CC: Downplaying climate change: Other;CC: Questioning the measurements and science: Scientific community is unreliable
EN_CC_200294.txt,en,electric vehicle ev house card collapse honeymoon    don expect marriage long     ev scam hastily hatch far leftist detached reality actually believe possible stop earth base fossil fuel arbitrary timeline viable replace green enthusiast lack cognition necessary workable infrastructure place accommodate use evs total replacement car internal combustion engine mass conversion internal combustion engine vehicle ice electric vehicle democrat environmentalist hallucination say dr ron ross phd ill conceive government policy objective modern history transition nonstarter riddle numerous deal killer like have dozen fatal disease time relate learn evs scam beginning piece write climate change dispatch pick climate depot ross explain great length need place create possibility nationwide fleet percent evs work energy generation grid expansion need double quickly arbitrary deadline greenie place big one agenda type rapid expansion simply impossible reason market research feasibility study ev transition result show find real time evs lost cause electric vehicle honeymoon ross contend expect marriage long thing greenie consider lengthy charge time evs gas power vehicle refill gas ten thousand gas station dot united states landscape evs hour charge    assume find charger ev live california instance arizona let way texas take road trip florida truly believe tolerate spending hour charge vehicle minute accustom ross ask sale datum clearly show american public simply interested cost impracticality buy ev heck car rental company have trouble get customer rent ev day let buy car manufacturer continue ramp ev production mean time ev graveyard unsold evs result untold billion dollar loss economic repercussion spend trillion fabricated dream imaginary payoff decade future ross write ev house card collapse reaction ordinarily normal person time regret rethinking humility good democrat environmentalist true believer learn ev debacle,CC: Controversy about green technologies;CC: Criticism of climate movement;CC: Criticism of climate policies;CC: Controversy about green technologies;CC: Criticism of climate policies;CC: Controversy about green technologies;CC: Criticism of institutions and authorities,CC: Controversy about green technologies: Renewable energy is unreliable;CC: Criticism of climate movement: Other;CC: Criticism of climate policies: Climate policies are ineffective;CC: Controversy about green technologies: Renewable energy is costly;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Controversy about green technologies: Other;CC: Criticism of institutions and authorities: Criticism of political organizations and figures
EN_UA_019640.txt,en,north korea kim jong un putin xi meet beijing october say kremlin    russian president vladimir putin meet china xi jinping talk beijing october kremlin say tuesday putin know trip abroad arrest warrant issue deportation child ukraine nikolai patrushev close putin ally secretary russia security council say russia china deepen cooperation face west attempt contain quote interfax news agency say talk beijing thorough meeting moscow china diplomat wang yi putin attend belt road forum invitation xi high profile visit moscow march day visit international criminal court icc issue warrant putin arrest suspicion illegally deport hundred child ukraine moscow deny allegation kremlin say warrant evidence west hostility russia open criminal case icc prosecutor judge issue warrant russia scale invasion ukraine early year trigger deadly european conflict world war big confrontation moscow west cuban missile crisis putin pivot china xi stand chinese russian trade soar invasion russia sell asian power include china great volume oil long sell west sanction putin visit beijing february day invasion xi announce limit partnership moscow say mean military alliance united states see china grave long term strategic competitor russia acute threat china refrain condemn russia operation ukraine call invasion line kremlin cast war special military operation early year cia director william burns say russia dependent china risk economic colony time,URW: Praise of Russia;URW: Russia is the Victim,URW: Praise of Russia: Russia has international support from a number of countries and people;URW: Russia is the Victim: The West is russophobic
