title,language,content,narrative,subnarrative
EN_UA_103011.txt,en,energy giant centrica prepare right thing small beer look     energy giant centrica prepare right thing small beer look hope bill energy giant prepare right thing small beer look centrica grant        customer able pay monstrous new gas bill welcome win dent surprise firm donate cent profit british gas arm negligible fraction centrica soar total    .billion month year read energy bill shell bp scandalously vast war profit putin strangle oil supply oppose windfall tax truly exceptional circumstance think read opinion bar russians russians free holiday britain italy south france eu ban new visa fair oppose putin flee russia month year ago depress survey huge support remain population putin genocide delusional imagine inaccurate ordinary russians wipe ukraine people map defence secretary ben wallace want tighten visa rule bar family oligarch kremlin goon ukraine president zelensky russian prove publicly oppose putin request asylum rest know welcome travel europe country butcher neighbour turn murderous dictator block head britain suffocate culture obstructionism stop getting simultaneously seek regulate life crush pleasure thank nimbys build home power plant approve single reservoir extract shale gas crucial energy security lib dem shamefully proud champion campaigner progress similarly whitehall leave liberal civil service soulmate enjoy thwart radical idea change group obsessively plot dictate ordinary people eat drink     allow harmless flutter new    study fund money urge ban gambling ad sponsorship     plus intrusive check punter    bank account truly tiny proportion population cent fall addict read sun story read sun new pm defund nanny state meddler confront nimbys head paralyse british life,URW: Praise of Russia;CC: Criticism of institutions and authorities;CC: Criticism of institutions and authorities,URW: Praise of Russia: Russian invasion has strong national support;CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of institutions and authorities: Criticism of political organizations and figures
EN_CC_100243.txt,en,kenya lift visa requirement african president     brazzaville oct    xinhua kenyan president william ruto saturday kenya lift visa requirement african end    aim boost trade african country end year african need visa enter kenya time come understand importance trade ruto speak summit world major forest basin amazon congo borneo mekong forest basin brazzaville capital republic congo ruto note low rate intra african trade urge reduce custom tariff african continent accelerate implementation african continental free trade area time realize importance trading allow good service people idea freely continent add trade east african community country grow significantly removal visa requirement tariff ruto acknowledge provide incentive country tropical forest basin forest protection smart climate action amazon basin south america congo basin central africa borneo mekong basin southeast asia collectively constitute    percent world rainforest contain approximately biodiversity rainforest vital local ecosystem play global role regulate planet climate sustain life earth,Other,Other
EN_UA_024321.txt,en,molotov cocktail attack russian embassy moldova day election     molotov cocktail attack russian embassy moldova day election sunday final day day presidential election russia yulia navalnaya wife decease opposition activist alexei navalny urge mass protest president putin stand verge win year term president outcome obvious observer russians disrupt final day voting dub noon putin sporadic minor incident polling station report major incident small country moldova border ukraine moldovan police detain man attack russian embassy molotov cocktail vote underway man throw container flammable substance fence russian embassy chisinau police statement -year old moldovan describe russian citizenship immediately detain hurl molotov cocktail report injury damage embassy police investigation ongoing justify action dissatisfaction action russian authority authority moldova scene controversy friction especially russia allow opening polling station breakaway transnistria moldovan government fiercely protest reuter note day ago senior official ex soviet moldova wednesday moscow break law print ballot paper separatist region transnistria ahead week russian presidential election moldova pro european authority summon russian ambassador complain decision open polling station pro russian enclave report continue central government break agreement allow vote single polling station russian embassy chisinau united states recently vocal defend moldova territorial integrity condemn biden administration moscow interference eastern european nation sovereignty summer moldova expel    russian diplomat embassy staff member country numerous unfriendly action tension reach near break point war neighboring ukraine transnistria issue russia election kremlin authority ukraine engage cross border attack polling station annexed region ukraine,Other,Other
EN_UA_100688.txt,en,video brave ukrainian vehicle powerful russian tank win     putin lose troop     astonishing moment ukrainian armoured vehicle bravely vastly powerful russian tank ferocious firefight win astounding video film drone appear ukrainian btr- rain hell invader tank donetsk eastern ukraine btr- appear unload volley round mm cannon cause severe damage putin war machine despite mm armour round streak air dramatic david goliath struggle pound believe russian t- tank ferocious inferno engulfs obliterate leave machine tatter humiliating scene come despite putin battle tank fit mm cannon time size btr- read ukraine story main gun fire armour pierce shell highly explosive round launch at- laser guide anti tank missile tonne tank mobile quick aim nippy troop carrier like btr- cannon rapid fire t- variant extensive use war donbas    russo ukrainian read world news family soviet russian main battle tank enter production late estimate suggest putin savage lose eyewatering    battle tank war begin february come alongside estimate russia lose astonishing man -day war    plane    helicopter blast sky war ravage ukraine russia late military humiliation come kremlin redeploy force eastward disaster campaign capital kyiv redeployment putin focus effort donbas region grip war government force pro russian separatist russia annex crimea year recognize independence rebel region donbas moscow intend forge strategic corridor crimea sovereign territory donbas mean road video remain scene intense fighting month come come russian military continue helicopter equipment effort accord senior u.s defence official worryingly likely insert ground combat unit region regroup shoulder massive loss unclear precisely russia launch big offensive donbas come russia flagship moskva sink extraordinary missile attack ukrainian humiliation ship -year old symbol russian military leave smoulder wreck direct hit neptune anti ship missile ship later sink tow naval port sevastopol crimea rank captain anton kuprin kill ship hammer missile accord kyiv source allege    crew account having pick turkish vessel    reportedly fly port sevastopol leave    fate remain mystery video sevastopol overnight dozen car purportedly belong sailor park port suggest owner come collect sink soviet era moskva black sea prompt russia launch furious retaliation later claim blitz factory missile sink prize flagship defence ministry rocket vizar plant edge kyiv thursday night manufacture neptune anti ship missile russian vladimir putin crave bloody revenge sink order brutal new bombing campaign promise strike ukrainian capital statement russia defence ministry number scale missile strike target kyiv increase response terrorist attack act sabotage russian territory commit kyiv nationalist regime strike later rock capital kyiv thursday night accord ukrainian mp lesia vasylenko social medium video sky kyiv light countless explosion appear attack russia retreat capital early month blast hear southern city kherson eastern city kharkiv ukraine western city ivano frankivsk read sun story read sun mariupol expect fall hour follow week courageous struggle port city relentlessly shell russian force city act key land bridge russia try forge huge access black sea,URW: Speculating war outcomes,URW: Speculating war outcomes: Ukrainian army is collapsing
EN_UA_012803.txt,en,panic putin desperately classify medical file reveal    cancer battle    weak ruler fear coup     paranoid putin try hide    cancer battle    bombshell medical file secret weak ruler fear topple panic vladimir putin dramatically classify bombshell datum appear prove treat cancer rumour persistently swirl tyrant critically ill fuel bloated face tremble leg bombshell spy document leak sun appear confirm putin pancreatic cancer early stage parkinson disease panic russian leader desperately classify medical file reveal apparent cancer battle fear coup inside kremlin loophole previously allow investigative journalist dictator constantly accompany thyroid cancer specialist medic revelation april indicate surgeon yevgeny selivanov moscow central clinical hospital fly putin    time black sea resort sochi putin proof putin treatment cancer doctor deduce existence contract hospital list russian public procurement website detail secret prevent public knowledge current future contract early putin accompany    medical specialist trip medic standby near favourite official residence outside moscow example sochi valdai read sun report proekt medium april credence rumour putin suffer cancer medic appear thyroid ent specialist come reveal russian government build secret network rail line lead putin residence train station nearby block datum contract reveal sirena radio liberty kremlin coup likely increase speculation kremlin hide truth putin health war ukraine symptom thyroid cancer include appearance thick nodule thyroid area hoarseness voice difficulty swallow pain neck throat enlarge lymph node neck dry cough scratchy scratchy feel throat sternum claim putin suffer abdominal cancer ailment suggestion drug treat cancer distort mind launch war ukraine kremlin insist putin healthy medic treat putin dr dmitry verbovoy expert acute illness injury poison dr konstantin sim orthopaedic traumatologist possibly help ice hockey injury ent doctor alexei shcheglov infectious disease specialist yaroslav protasenko neurosurgeon central clinical hospital lead department head oleg myshkin dr elena rastrusina plus resuscitator dr pavel sharikov head nurse lyudmila kadenkova rehabilitation specialist involve dr mikhail tsykunov.in july putin meet head national medical research center endocrinology ivan dedov come head mi suggest coup inside kremlin oust putin mechanism political change russia fragile sir richard dearlove tell sun think head phase political upheaval result war badly wrong read sun story coup inside kremlin think popular uprise russia catastrophic situation massive tension current leadership,URW: Speculating war outcomes,URW: Speculating war outcomes: Russian army is collapsing
EN_CC_200007.txt,en,   state plan ban sale gas power vehicle biden epa tackle    climate crisis      state     california rhode island maryland massachusetts new jersey new york oregon washington     district columbia board plan ban sale gas power vehicle decade plan phase vehicle switch electric hybrid vehicle come biden administration continue pursue lofty climate goal struggle economy administration example want half new car truck sell    zero emission despite sputter ev sale    state d.c adopt advanced clean cars ii rule outright ban sale new gas power vehicle california adopt rule aim new vehicle sale emit zero emission boost goal accord california air resources board regulation overhaul state    grow zero emission vehicle market robust motor vehicle emission control rule augment meet aggressive tailpipe emission standard ramp zero emission vehicle note money state    plan ban gas power vehicle generally require vote lawmaker advance support governor environmental regulator ev market struggle recent month highlight daily wire ford example cut employee rouge electric vehicle center roll plan production number electric f- lightning half slash billion ev investment president biden slow come target gas power vehicle industry early month biden environmental protection agency epa set new eye pop regulation effort increase number electric vehicle road new epa rule set emission standard vehicle      eliminate    billion ton greenhouse gas emission set concern nation example sen joe manchin wv rail epa    reckless      ill inform federal government authority right mandate type car truck americans purchase everyday life    senator    reckless ill inform rule impose effectively ev mandate ensure security supply chain nation like china realistic transition plan address domestic infrastructure need,CC: Criticism of institutions and authorities;CC: Criticism of climate policies;CC: Criticism of climate policies,CC: Criticism of institutions and authorities: Criticism of national governments;CC: Criticism of climate policies: Climate policies have negative impact on the economy;CC: Criticism of climate policies: Other
EN_UA_010095.txt,en,official russian missile hit nato member poland kill      poland prime minister mateusz morawiecki convene emergency meeting country national security council report russian missile hit polish territory kill civilian emergency meeting announce cabinet spokesman piotr muller twitter tuesday afternoon muller reveal committee discuss offer comment reuters news agency committee talk include senior member poland government intelligence service come follow unverified report stray russian missile intend ukraine hit polish village kill civilian accord radio zet polish commercial radio station    stray rocket fall village przewodów lublin province near border ukraine russian authority deny missile strike poland come russia station report people die scene polish military police prosecutor office scene military plane understand scramble polish authority confirm medium report russian missile responsible explosion substantiate senior u.s intelligence official associate press news agency tuesday evening cause incident know moment    marcin lebiedowicz spokesman poviat fire brigade hrubieszów receive report explosion dry yard fact arrival confirm like happen people die spot moment secure scene light area action    add kurier lubelski regional polish news outlet affect area attempt numerous time tuesday verify detail state official avail    p.m. local time outlet tell local mayor office    definitely need arouse anxiety let wait exact finding service .p.m local time news outlet attempt speak marcin lebiedowicz information incident allow information moment suggest contact service    reply local police department spokesperson available comment local medium voivode lublin lech sprawka confirm way accident site czech prime minister petr fiala state    poland confirm missile hit territory escalation russia stand firmly eu nato ally latvia deputy prime minister artis pabriks state    criminal russian regime    hit poland missile unclear evidence statement time lithuanian president gitanas naus da    inch nato territory defend hungarian government spokesperson zolan kovacs confirm twitter hungarian prime minister viktor orbán convene emergency meeting hungary defense council tuesday evening    response missile hit territory poland u.k foreign office spokesman tell sky news    investigate report liaise closely ally russian military launch strong aerial assault ukraine tuesday target key city include lviv    kilometer polish border report accurate time russian projectile reach poland,Other,Other
EN_CC_200012.txt,en,west silence activist home promote right abroad     report     west silence activist home promote right abroad     report democratic government suppress protest home preach human right abroad climate right international rich democratic nation deploy harsh measure climate change activist criticize state global south similar action accord report climate right international report highlight increasingly    heavy hand treatment    eco activist australia germany france netherlands new zealand sweden uk emphasize authority nation violate legal commitment protect basic human right accord study drastic step government nation perceive democratic include lengthy prison term preventive detention intimidation harassment online medium -page report entitle    thin ice disproportionate response climate change protester democratic country    highlight government criticize authority develop nation respect right peaceful protest government strong principled view right peaceful protest country     don like certain kind protest home pass law deploy police stop    executive director climate right international brad adams tell guardian judicial authority country include uk germany impose    record break    sentence    non violent protest    report emphasize national state government preemptive arrest detention suspect plan rally government western state adopt new law vast majority protest illegal allow severe penalty demonstrator report note researcher accuse western authority undermine right fair trial legal step stop jury hear people motive protest court hear uk case july stop oil protester convict conspiracy cause public nuisance block highway hand long sentence nonviolent protest group receive year sentence receive year term,CC: Criticism of institutions and authorities,CC: Criticism of institutions and authorities: Criticism of national governments
EN_UA_103517.txt,en,evan gershkovich jail appeal russia block putin hold innocent wsj reporter trump charge     wall street journal reporter evan gershkovich late appeal block judge moscow lock bogus spy charge -year old american appear glass wall dock bring tough jail hold march lodge appeal moscow court judge early decision extend pretrial detention late november today judge refuse hear case instead send low court procedural violation gershkovich bravely smile defendant glass cage yellow jumper hand pocket jean ambassador lynne tracy present hearing read evan gershkovich journalist arrest march    trump charge espionage gershkovich washington wsj vehemently deny russian official provide public evidence allegation date officially set trial putin spook continue extend detention today reach    day suffer bar notorious lefortovo prison november read sun wsj moscow correspondent pretrial detention originally suppose expire    appeal release repeatedly deny expiration push august extend late november fail previous appeal april june moscow criminal law -year old face pretrial extension    month putin arrest evan previously brand internationally cowardly act despot desperately try escape accountability war ukraine arrest mark increasingly ferocious crackdown medium freedom russia time russia bring spy case overseas journalist end cold war face jail term    year convict employer arrest vicious affront free press spur outrage free people government world reporter detain simply job journal add washington repeatedly state charge gershkovich bogus baseless demand immediate release deplore wrongful detention method hostage diplomacy design russia leverage bargaining table time relation country plunge low point    year official july clear pathway home despite high level talk read sun story moscow exchange place gershkovich case verdict reach supporter press freedom urge support evan flood social medium message istandwithevan,Other,Other
EN_UA_026697.txt,en,eurocrat fear fico attempt assassination influence month election     eurocrat fear fico attempt assassination influence month election author andrew korybko substack european commission president ursula von der leyen warn week russia ramp meddle ahead month parliamentary election precede european commission vice president vera jourova assess test bloc disinformation resilience speculation new different time attempt assassination slovak prime minister robert fico voter mind likely influence outcome precede hyperlinke analysis argue fake news responsible radicalize pro ukrainian suspect think shoot premier legitimate form protest mislead medium believe    pro russian dictator blood hand black swan event serve short term interest leader enemy blowback considerable lead conservative landslide month election hungarian prime minister victor orban predict upcoming vote influence direction war peace europe european parliament admittedly term shape nato russian proxy war ukraine exert positive pressure conservative win mind eurocrat like von der leyen jourova fearmongere russian meddling want preemptively discredit potential outcome sure idea assassination attempt fico day share early mention warn second assessment upcoming election test bloc disinformation resilience come day later instead speak vaguely allege russian meddling eurocrat hone information warfare narrative muddle conversation fico attempt assassination political aftermath target audience unclear number fence voter usually lean liberal recently begin sympathize conservative position issue like ukraine week incident drive liberal medium fake news slovak leader influence voter narratively responsible conservative support attempt desperately prevent eurocrat want think russia bid european parliamentary election absolutely effect wouldn care vote outcome clearly major impact popular perception lead cascade consequence like anti war protest bloc reason eurocrat medium ally include promote state run ukrainian outlet like push abovementione information warfare narrative grow gap liberal conservative ukraine foreign policy issue fico closely associate naturally occur result polar opposite worldview russian meddling emotive significant single issue voter ll cast ballot purely base candidate    position attempt discredit trend russian meddle disrespectful democracy,URW: Distrust towards Media;URW: Russia is the Victim;URW: Distrust towards Media,URW: Distrust towards Media: Western media is an instrument of propaganda;URW: Russia is the Victim: The West is russophobic;URW: Distrust towards Media: Ukrainian media cannot be trusted
EN_UA_101079.txt,en,german boss union jointly oppose boycott russian gas     german boss union jointly oppose boycott russian gas germany employer union join oppose immediate european union ban natural gas import russia invasion ukraine lead factory shutdown loss job bloc large economy rapid gas embargo lead loss production shutdown de industrialization long term loss work position germany    rainer dulger chairman bda employer group reiner hoffmann chairman dgb trade union confederation joint statement monday germany dpa news agency statement come european leader discuss possible new energy sanction russian oil follow decision april    ban russian coal import begin august ukraine leader revenue russia energy export finance moscow destructive war ukraine end win easy eu    nation natural gas russia oil natural gas difficult energy analyst come pipeline russia supply liquefy gas order ship limit amid strong demand worldwide germany major manufacturing hub importer russian gas far resist immediate shut plan instead phase russian oil end year russian gas import mid- eu executive commission outline step cut consumption russian gas year end pipeline gas norway azerbaijan import liqueife gas accelerate deployment wind solar project intensify conservation effort german vice chancellor robert habeck interview funke medium group    immediate gas embargo endanger social peace germany despite widespread economic sanction russian bank individual eu continue send million day russia oil gas eu government condemn war ukraine gas intensive company include producer glass metal ceramic chemical industry official case natural gas impossible replace short run analyst russian crude oil easy replace gas boycott lead high energy price hit consumer face record eu inflation,URW: Negative Consequences for the West,URW: Negative Consequences for the West: Sanctions imposed by Western countries will backfire
EN_CC_100042.txt,en,protest drive change     safeguard interest wheat grower pm shehbaz sharif decision increase wheat procurement target demonstrate positive shift government policy reactiveness powerful example peaceful legitimate protest farmer    protest successful influence policy state complaint delay wheat procurement exploitation flour mill offer rate low government mandate price hear address state government decision address grievance farmer reflect willingness listen concern citizen adjust government strategy timely manner     governmentally lacking time pm direct pakistan agricultural storage service corporation limit ensure swift buying wheat farmer epitome citizen hold government accountable reform governance policy drive positive change society issue wheat price issue     exactly hand state support price set provincial government vary case balochistan sindh respective price adjust recent inflation carry year wheat price aggravate concern farmer face high cost production owe high energy fertilizer cost challenge farmer receive fair compensation produce account impact global warming worsen trouble heavy shower year adversely affect harvesting season crop yield farmer need account government effort address concern good step need extend support difficult time want proactive governance consider long term implication climate change agriculture wise forward unpredictable weather pattern extreme precipitation disproportionately affect farmer jeopardize sole source income state stand vulnerable farming community formulate policy mitigate impact ensure sustainable agricultural development nation,Other,Other
